path,module,category,lang,lines,status,note
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/design.md,openspec-archive,doc,markdown,65,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/specs/issue-diagnostic-bundle/spec.md,openspec-archive,doc,markdown,39,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/specs/log-viewer-window/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/specs/runtime-diagnostic-bundle/spec.md,openspec-archive,doc,markdown,12,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/specs/runtime-log-pipeline/spec.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-06-27-redesign-issue-diagnostic-bundle/tasks.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-06-29-add-official-content-install-progress/design.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-06-29-add-official-content-install-progress/proposal.md,openspec-archive,doc,markdown,25,pending,
openspec/changes/archive/2026-06-29-add-official-content-install-progress/specs/content-package-subscription/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-06-29-add-official-content-install-progress/specs/workflow-menu/spec.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-06-29-add-official-content-install-progress/tasks.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/design.md,openspec-archive,doc,markdown,189,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/proposal.md,openspec-archive,doc,markdown,74,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/specs/acp-skillrunner-compatible-runner/spec.md,openspec-archive,doc,markdown,117,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/specs/acp-windows-websocket-bridge/spec.md,openspec-archive,doc,markdown,165,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/specs/runtime-platform-services/spec.md,openspec-archive,doc,markdown,106,pending,
openspec/changes/archive/2026-06-29-add-windows-acp-websocket-bridge/tasks.md,openspec-archive,doc,markdown,69,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/design.md,openspec-archive,doc,markdown,40,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/proposal.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/specs/acp-skillrunner-compatible-runner/spec.md,openspec-archive,doc,markdown,67,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/specs/backend-manager-ui/spec.md,openspec-archive,doc,markdown,74,pending,
openspec/changes/archive/2026-06-29-fix-acp-python-backend-uv-wrapping/tasks.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-06-29-fix-skillrunner-transcript-microtask/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-29-fix-skillrunner-transcript-microtask/design.md,openspec-archive,doc,markdown,55,pending,
openspec/changes/archive/2026-06-29-fix-skillrunner-transcript-microtask/proposal.md,openspec-archive,doc,markdown,40,pending,
openspec/changes/archive/2026-06-29-fix-skillrunner-transcript-microtask/specs/skillrunner-chat-display-contract/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-06-29-fix-skillrunner-transcript-microtask/tasks.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-06-29-prefer-powershell-windows-runtime-launch/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-29-prefer-powershell-windows-runtime-launch/design.md,openspec-archive,doc,markdown,43,pending,
openspec/changes/archive/2026-06-29-prefer-powershell-windows-runtime-launch/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-06-29-prefer-powershell-windows-runtime-launch/specs/runtime-platform-services/spec.md,openspec-archive,doc,markdown,42,pending,
openspec/changes/archive/2026-06-29-prefer-powershell-windows-runtime-launch/tasks.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-06-29-suppress-auto-approved-acp-permission-toasts/design.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-06-29-suppress-auto-approved-acp-permission-toasts/proposal.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-06-29-suppress-auto-approved-acp-permission-toasts/specs/acp-skillrunner-compatible-runner/spec.md,openspec-archive,doc,markdown,40,pending,
openspec/changes/archive/2026-06-29-suppress-auto-approved-acp-permission-toasts/tasks.md,openspec-archive,doc,markdown,9,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/design.md,openspec-archive,doc,markdown,68,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/proposal.md,openspec-archive,doc,markdown,47,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/specs/provider-adapter/spec.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/specs/task-dashboard-skillrunner-observe/spec.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-06-30-fix-skillrunner-state-convergence/tasks.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/.openspec.yaml,openspec-archive,doc,yaml,1,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/design.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/proposal.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/specs/assistant-workspace-ui-refresh-governance/spec.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/specs/skillrunner-sidebar-host-runtime/spec.md,openspec-archive,doc,markdown,46,pending,
openspec/changes/archive/2026-06-30-skillrunner-disabled-live-message-boundary-render/tasks.md,openspec-archive,doc,markdown,6,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/design.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/proposal.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,56,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/specs/workflow-execution-runtime/spec.md,openspec-archive,doc,markdown,13,pending,
openspec/changes/archive/2026-07-01-add-host-bridge-workflow-run-control-plane/tasks.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/design.md,openspec-archive,doc,markdown,61,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/proposal.md,openspec-archive,doc,markdown,45,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/specs/workflow-execution-seams/spec.md,openspec-archive,doc,markdown,18,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/specs/workflow-runtime/spec.md,openspec-archive,doc,markdown,14,pending,
openspec/changes/archive/2026-07-01-add-workflow-agent-run-apply-back/tasks.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/design.md,openspec-archive,doc,markdown,89,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/proposal.md,openspec-archive,doc,markdown,57,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/specs/host-bridge-release-pipeline/spec.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/specs/topic-synthesis-skills/spec.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/specs/zotero-librarian-profile-distribution/spec.md,openspec-archive,doc,markdown,43,pending,
openspec/changes/archive/2026-07-01-separate-host-bridge-agent-semantic-instruction-layer/tasks.md,openspec-archive,doc,markdown,52,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/design.md,openspec-archive,doc,markdown,46,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/proposal.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/specs/host-bridge-cli-literature-ingest/spec.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/specs/literature-workbench-workflows/spec.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/specs/zotero-host-broker-capability-api/spec.md,openspec-archive,doc,markdown,71,pending,
openspec/changes/archive/2026-07-01-simplify-literature-search-ingest-output/tasks.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/design.md,openspec-archive,doc,markdown,59,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/proposal.md,openspec-archive,doc,markdown,54,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,99,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,58,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/specs/workflow-execution-runtime/spec.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-01-upgrade-host-bridge-cli-canonical-surface/tasks.md,openspec-archive,doc,markdown,44,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/design.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/proposal.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,47,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/specs/synthesis-maintenance/spec.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-diagnostics-history-and-profile-inspect/tasks.md,openspec-archive,doc,markdown,31,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-navigation-and-context-commands/design.md,openspec-archive,doc,markdown,34,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-navigation-and-context-commands/proposal.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-navigation-and-context-commands/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-navigation-and-context-commands/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,35,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-navigation-and-context-commands/tasks.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-notification-inbox/design.md,openspec-archive,doc,markdown,48,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-notification-inbox/proposal.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-notification-inbox/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-notification-inbox/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-notification-inbox/tasks.md,openspec-archive,doc,markdown,37,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-safe-mutations-and-writeback/design.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-safe-mutations-and-writeback/proposal.md,openspec-archive,doc,markdown,25,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-safe-mutations-and-writeback/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,39,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-safe-mutations-and-writeback/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,44,pending,
openspec/changes/archive/2026-07-02-add-host-bridge-safe-mutations-and-writeback/tasks.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/design.md,openspec-archive,doc,markdown,158,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/proposal.md,openspec-archive,doc,markdown,43,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/specs/synthesis-tab-ui/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/specs/zotero-library-artifacts-column/spec.md,openspec-archive,doc,markdown,71,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/specs/zotero-skills-visual-theme/spec.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-02-add-library-artifacts-column/tasks.md,openspec-archive,doc,markdown,12,pending,
openspec/changes/archive/2026-07-02-upgrade-acp-skill-run-status-state-machine/design.md,openspec-archive,doc,markdown,133,pending,
openspec/changes/archive/2026-07-02-upgrade-acp-skill-run-status-state-machine/proposal.md,openspec-archive,doc,markdown,56,pending,
openspec/changes/archive/2026-07-02-upgrade-acp-skill-run-status-state-machine/specs/acp-skillrunner-compatible-runner/spec.md,openspec-archive,doc,markdown,375,pending,
openspec/changes/archive/2026-07-02-upgrade-acp-skill-run-status-state-machine/specs/acp-skills-session-recovery/spec.md,openspec-archive,doc,markdown,91,pending,
openspec/changes/archive/2026-07-02-upgrade-acp-skill-run-status-state-machine/tasks.md,openspec-archive,doc,markdown,60,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/design.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/proposal.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/specs/host-bridge-service/spec.md,openspec-archive,doc,markdown,28,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/specs/zotero-library-artifacts-column/spec.md,openspec-archive,doc,markdown,30,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-library-readiness-queries/tasks.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-semantic-terminology-guidance/design.md,openspec-archive,doc,markdown,20,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-semantic-terminology-guidance/proposal.md,openspec-archive,doc,markdown,15,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-semantic-terminology-guidance/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-semantic-terminology-guidance/specs/zotero-librarian-profile/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-03-add-host-bridge-semantic-terminology-guidance/tasks.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/design.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/proposal.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/specs/architecture-hardening-change-operationalization/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,26,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,11,pending,
openspec/changes/archive/2026-07-03-cleanup-host-bridge-control-plane-audit-followups/tasks.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/design.md,openspec-archive,doc,markdown,100,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/proposal.md,openspec-archive,doc,markdown,54,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/specs/assistant-sidebar-ui/spec.md,openspec-archive,doc,markdown,70,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/specs/assistant-workspace-ui-refresh-governance/spec.md,openspec-archive,doc,markdown,84,pending,
openspec/changes/archive/2026-07-03-converge-assistant-workspace-dual-instance/tasks.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-07-03-enhance-zotero-librarian-profile-workflow-operations/design.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-03-enhance-zotero-librarian-profile-workflow-operations/proposal.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-07-03-enhance-zotero-librarian-profile-workflow-operations/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-07-03-enhance-zotero-librarian-profile-workflow-operations/specs/zotero-librarian-profile/spec.md,openspec-archive,doc,markdown,59,pending,
openspec/changes/archive/2026-07-03-enhance-zotero-librarian-profile-workflow-operations/tasks.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/design.md,openspec-archive,doc,markdown,17,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/proposal.md,openspec-archive,doc,markdown,16,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,11,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/specs/host-bridge-service/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/specs/host-bridge-workflow-control/spec.md,openspec-archive,doc,markdown,11,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/specs/zotero-librarian-profile/spec.md,openspec-archive,doc,markdown,11,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/specs/zotero-library-artifacts-column/spec.md,openspec-archive,doc,markdown,10,pending,
openspec/changes/archive/2026-07-03-fix-host-bridge-audit-findings-round-1/tasks.md,openspec-archive,doc,markdown,19,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/design.md,openspec-archive,doc,markdown,106,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/proposal.md,openspec-archive,doc,markdown,62,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-chat-file-backed-transcript-state/spec.md,openspec-archive,doc,markdown,71,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-chat-session-management/spec.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-engine-session-workspace-governance/spec.md,openspec-archive,doc,markdown,47,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-skill-run-file-backed-runtime-state/spec.md,openspec-archive,doc,markdown,130,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-skills-interactive-execution/spec.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/specs/acp-skills-session-recovery/spec.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-07-03-govern-acp-runtime-memory/tasks.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-04-acp-chat-structural-transcript-snapshot/design.md,openspec-archive,doc,markdown,79,pending,
openspec/changes/archive/2026-07-04-acp-chat-structural-transcript-snapshot/proposal.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-04-acp-chat-structural-transcript-snapshot/specs/acp-chat-file-backed-transcript-state/spec.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-04-acp-chat-structural-transcript-snapshot/tasks.md,openspec-archive,doc,markdown,25,pending,
openspec/changes/archive/2026-07-04-acp-chat-transcript-page-reader/design.md,openspec-archive,doc,markdown,78,pending,
openspec/changes/archive/2026-07-04-acp-chat-transcript-page-reader/proposal.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-07-04-acp-chat-transcript-page-reader/specs/acp-chat-file-backed-transcript-state/spec.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-07-04-acp-chat-transcript-page-reader/tasks.md,openspec-archive,doc,markdown,33,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/design.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/proposal.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/specs/acp-chat-session-management/spec.md,openspec-archive,doc,markdown,52,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/specs/assistant-sidebar-ui/spec.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-04-add-acp-chat-auto-approve-permissions/tasks.md,openspec-archive,doc,markdown,7,pending,
openspec/changes/archive/2026-07-04-add-acp-startup-prompt-preambles/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-04-add-acp-startup-prompt-preambles/design.md,openspec-archive,doc,markdown,38,pending,
openspec/changes/archive/2026-07-04-add-acp-startup-prompt-preambles/proposal.md,openspec-archive,doc,markdown,36,pending,
openspec/changes/archive/2026-07-04-add-acp-startup-prompt-preambles/specs/acp-startup-prompt-preambles/spec.md,openspec-archive,doc,markdown,49,pending,
openspec/changes/archive/2026-07-04-add-acp-startup-prompt-preambles/tasks.md,openspec-archive,doc,markdown,23,pending,
openspec/changes/archive/2026-07-04-add-assistant-transcript-rendering-preference/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-04-add-assistant-transcript-rendering-preference/proposal.md,openspec-archive,doc,markdown,34,pending,
openspec/changes/archive/2026-07-04-add-assistant-transcript-rendering-preference/specs/assistant-sidebar-ui/spec.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-07-04-add-assistant-transcript-rendering-preference/tasks.md,openspec-archive,doc,markdown,21,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/design.md,openspec-archive,doc,markdown,41,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/proposal.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/specs/host-bridge-cli-interface/spec.md,openspec-archive,doc,markdown,18,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/specs/host-bridge-service/spec.md,openspec-archive,doc,markdown,29,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/specs/synthesis-mcp-tools/spec.md,openspec-archive,doc,markdown,22,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/specs/zotero-librarian-profile/spec.md,openspec-archive,doc,markdown,13,pending,
openspec/changes/archive/2026-07-04-add-host-bridge-bounded-pagination-for-large-payloads/tasks.md,openspec-archive,doc,markdown,11,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/design.md,openspec-archive,doc,markdown,25,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/proposal.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/specs/acp-chat-file-backed-transcript-state/spec.md,openspec-archive,doc,markdown,44,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/specs/acp-chat-performance-ui/spec.md,openspec-archive,doc,markdown,12,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/specs/acp-chat-session-management/spec.md,openspec-archive,doc,markdown,13,pending,
openspec/changes/archive/2026-07-04-converge-acp-chat-transcript-live-mirror/tasks.md,openspec-archive,doc,markdown,24,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/design.md,openspec-archive,doc,markdown,59,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/proposal.md,openspec-archive,doc,markdown,32,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/specs/acp-skill-run-file-backed-runtime-state/spec.md,openspec-archive,doc,markdown,46,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/specs/assistant-workspace-ui-refresh-governance/spec.md,openspec-archive,doc,markdown,39,pending,
openspec/changes/archive/2026-07-04-fix-acp-skills-transcript-pagination-guard/tasks.md,openspec-archive,doc,markdown,27,pending,
openspec/changes/archive/2026-07-04-govern-acp-plugin-shutdown/.openspec.yaml,openspec-archive,doc,yaml,2,pending,
